"","Credit","balance_credit_acc","duration","moral","verw","hoehe","sparkont","beszeit","rate","famges","buerge","wohnzeit","verm","alter","weitkred","wohn","bishkred","beruf","pers","telef","gastarb"
"816","Bad"," ... >= 200 DM or checking account for at least 1 year",18,"no problems with current credits at this bank","used car",1808,"not available / no savings","4 <= ... < 7 years","< 20","female: divorced / living apart / married","none","< 1 year","not available / no assets",22,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"817","Bad","0 <= ... <= 200",10,"no previous credits / paid back all previous credits","other",1240,"< 100,- DM",">= 7 years",">= 35","female: divorced / living apart / married","none",">= 7 years","Ownership of house or land",48,"no further running credits","owner-occupied flat","one","unskilled with permanent residence","0 to 2","no","yes"
"818","Bad","no running account",12,"no previous credits / paid back all previous credits","other",759,"not available / no savings","4 <= ... < 7 years","< 20","male: married / widowed","none","1 <= ... < 4 years","not available / no assets",26,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"819","Bad","no balance or debit",8,"no previous credits / paid back all previous credits","used car",1237,"not available / no savings","1 <= ... < 4 years","20 <= ... < 25","female: divorced / living apart / married","none",">= 7 years","not available / no assets",24,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"820","Bad"," ... >= 200 DM or checking account for at least 1 year",9,"no previous credits / paid back all previous credits","used car",1980,"not available / no savings","<= 1 year","25 <= ... < 35","female: divorced / living apart / married","Co-Applicant","1 <= ... < 4 years","Savings contract with a building society / Life insurance",19,"no further running credits","free apartment","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"821","Bad","no balance or debit",48,"no previous credits / paid back all previous credits","items of furniture",10961,"500,- <= ... < 1000,- DM","4 <= ... < 7 years",">= 35","male: married / widowed","Co-Applicant","1 <= ... < 4 years","Ownership of house or land",27,"at other banks","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"822","Bad","no running account",36,"no problems with current credits at this bank","repair",6887,"not available / no savings","1 <= ... < 4 years","< 20","male: married / widowed","none","4 <= ... < 7 years","Car / Other",29,"at department store or mail order house","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"823","Bad","no running account",24,"no previous credits / paid back all previous credits","items of furniture",1938,"not available / no savings","<= 1 year","< 20","male: divorced / living apart","none","4 <= ... < 7 years","Car / Other",32,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"824","Bad","no running account",21,"no previous credits / paid back all previous credits","items of furniture",1835,"not available / no savings","1 <= ... < 4 years","20 <= ... < 25","female: divorced / living apart / married","none","1 <= ... < 4 years","not available / no assets",25,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"825","Bad","no running account",24,"no problems with current credits at this bank","items of furniture",1659,"not available / no savings","<= 1 year","< 20","female: divorced / living apart / married","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",29,"no further running credits","free apartment","one","unskilled with permanent residence","3 and more","yes","yes"
"826","Bad","no balance or debit",6,"no problems with current credits at this bank","other",1209,"not available / no savings","unemployed","< 20","male: married / widowed","none",">= 7 years","Car / Other",47,"no further running credits","rented flat","one","executive / self-employed / higher civil servant","3 and more","yes","yes"
"827","Bad","no balance or debit",48,"hesitant payment of previous credits","retraining",3844,"< 100,- DM","4 <= ... < 7 years","< 20","male: married / widowed","none",">= 7 years","Ownership of house or land",34,"no further running credits","owner-occupied flat","one","unskilled with permanent residence","0 to 2","no","yes"
"828","Bad","no running account",12,"paid back previous credits at this bank","other",4843,"not available / no savings",">= 7 years","20 <= ... < 25","male: married / widowed","Co-Applicant",">= 7 years","Car / Other",43,"no further running credits","free apartment","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"829","Bad","no balance or debit",12,"no previous credits / paid back all previous credits","household appliances",639,"not available / no savings","1 <= ... < 4 years","< 20","male: married / widowed","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",30,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"830","Bad","no balance or debit",48,"no previous credits / paid back all previous credits","items of furniture",5951,"not available / no savings","1 <= ... < 4 years","25 <= ... < 35","female: divorced / living apart / married","none","1 <= ... < 4 years","not available / no assets",22,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"831","Bad","no balance or debit",36,"hesitant payment of previous credits","items of furniture",3804,"not available / no savings","1 <= ... < 4 years","< 20","female: divorced / living apart / married","none","< 1 year","Savings contract with a building society / Life insurance",42,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"832","Bad"," ... >= 200 DM or checking account for at least 1 year",36,"no problems with current credits at this bank","items of furniture",4463,"not available / no savings","1 <= ... < 4 years","< 20","male: married / widowed","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",26,"no further running credits","rented flat","two or three","executive / self-employed / higher civil servant","3 and more","yes","yes"
"833","Bad"," ... >= 200 DM or checking account for at least 1 year",36,"no problems with current credits at this bank","retraining",7980," >= 1000,- DM","<= 1 year","< 20","male: married / widowed","none",">= 7 years","Savings contract with a building society / Life insurance",27,"no further running credits","free apartment","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"834","Bad","0 <= ... <= 200",36,"no previous credits / paid back all previous credits","items of furniture",4210,"not available / no savings","1 <= ... < 4 years","< 20","male: married / widowed","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",26,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"835","Bad"," ... >= 200 DM or checking account for at least 1 year",6,"no previous credits / paid back all previous credits","used car",4611,"not available / no savings","<= 1 year",">= 35","female: divorced / living apart / married","none",">= 7 years","Car / Other",32,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"836","Bad","no balance or debit",24,"no previous credits / paid back all previous credits","new car",11560,"not available / no savings","1 <= ... < 4 years",">= 35","female: divorced / living apart / married","none",">= 7 years","Savings contract with a building society / Life insurance",23,"no further running credits","free apartment","two or three","executive / self-employed / higher civil servant","3 and more","no","yes"
"837","Bad"," ... >= 200 DM or checking account for at least 1 year",18,"hesitant payment of previous credits","retraining",4165,"not available / no savings","1 <= ... < 4 years","25 <= ... < 35","male: married / widowed","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",36,"at department store or mail order house","rented flat","two or three","skilled worker / skilled employee / minor civil servant","0 to 2","no","yes"
"838","Bad","no balance or debit",24,"no previous credits / paid back all previous credits","used car",4057,"not available / no savings","4 <= ... < 7 years","20 <= ... < 25","male: divorced / living apart","none","4 <= ... < 7 years","Savings contract with a building society / Life insurance",43,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"839","Bad"," ... >= 200 DM or checking account for at least 1 year",18,"problematic running account / there are further credits running but at other banks","other",6458,"not available / no savings",">= 7 years","25 <= ... < 35","male: married / widowed","none",">= 7 years","Ownership of house or land",39,"at other banks","rented flat","two or three","executive / self-employed / higher civil servant","0 to 2","yes","yes"
"840","Bad"," ... >= 200 DM or checking account for at least 1 year",12,"no previous credits / paid back all previous credits","other",1386,"100,- <= ... < 500,- DM","1 <= ... < 4 years","25 <= ... < 35","female: divorced / living apart / married","none","1 <= ... < 4 years","Car / Other",26,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"841","Bad","no running account",36,"no previous credits / paid back all previous credits","repair",1977," >= 1000,- DM",">= 7 years","< 20","male: married / widowed","none",">= 7 years","Ownership of house or land",40,"no further running credits","rented flat","one","executive / self-employed / higher civil servant","3 and more","yes","yes"
"842","Bad","no balance or debit",18,"paid back previous credits at this bank","used car",1928,"not available / no savings","<= 1 year","25 <= ... < 35","male: married / widowed","none","1 <= ... < 4 years","not available / no assets",31,"no further running credits","rented flat","two or three","unskilled with permanent residence","3 and more","no","yes"
"843","Bad"," ... >= 200 DM or checking account for at least 1 year",12,"no previous credits / paid back all previous credits","used car",1123,"100,- <= ... < 500,- DM","1 <= ... < 4 years","< 20","female: divorced / living apart / married","none",">= 7 years","Savings contract with a building society / Life insurance",29,"no further running credits","free apartment","one","unskilled with permanent residence","3 and more","no","yes"
"844","Bad","no balance or debit",24,"no previous credits / paid back all previous credits","business",11328,"not available / no savings","1 <= ... < 4 years","25 <= ... < 35","male: married / widowed","Co-Applicant","4 <= ... < 7 years","Savings contract with a building society / Life insurance",29,"at other banks","rented flat","two or three","executive / self-employed / higher civil servant","3 and more","yes","yes"
"845","Bad","no balance or debit",24,"paid back previous credits at this bank","business",11938,"not available / no savings","1 <= ... < 4 years","25 <= ... < 35","male: married / widowed","Co-Applicant","4 <= ... < 7 years","Savings contract with a building society / Life insurance",39,"no further running credits","rented flat","two or three","executive / self-employed / higher civil servant","0 to 2","yes","yes"
"846","Bad","no balance or debit",27,"paid back previous credits at this bank","items of furniture",2520,"100,- <= ... < 500,- DM","1 <= ... < 4 years","< 20","male: married / widowed","none","1 <= ... < 4 years","Car / Other",23,"no further running credits","rented flat","two or three","unskilled with permanent residence","3 and more","no","yes"
"847","Bad","no balance or debit",30,"no problems with current credits at this bank","items of furniture",1919,"< 100,- DM","<= 1 year","< 20","male: married / widowed","none","4 <= ... < 7 years","Ownership of house or land",30,"at department store or mail order house","rented flat","two or three","executive / self-employed / higher civil servant","3 and more","no","yes"
"848","Bad","no balance or debit",60,"problematic running account / there are further credits running but at other banks","business",14782,"< 100,- DM",">= 7 years","20 <= ... < 25","female: divorced / living apart / married","none",">= 7 years","Ownership of house or land",60,"at other banks","owner-occupied flat","two or three","executive / self-employed / higher civil servant","3 and more","yes","yes"
"849","Bad","no balance or debit",36,"no previous credits / paid back all previous credits","items of furniture",2671,"< 100,- DM","1 <= ... < 4 years","< 20","female: divorced / living apart / married","Co-Applicant",">= 7 years","Ownership of house or land",50,"no further running credits","owner-occupied flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"850","Bad","no balance or debit",36,"no previous credits / paid back all previous credits","repair",12612,"< 100,- DM","1 <= ... < 4 years",">= 35","male: married / widowed","none",">= 7 years","Ownership of house or land",47,"no further running credits","owner-occupied flat","one","skilled worker / skilled employee / minor civil servant","0 to 2","yes","yes"
"851","Bad","no balance or debit",45,"no previous credits / paid back all previous credits","items of furniture",3031,"< 100,- DM","1 <= ... < 4 years","< 20","male: married / widowed","Guarantor",">= 7 years","Car / Other",21,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"852","Bad","no running account",12,"problematic running account / there are further credits running but at other banks","items of furniture",626,"not available / no savings","1 <= ... < 4 years","< 20","female: divorced / living apart / married","none",">= 7 years","not available / no assets",24,"at other banks","rented flat","one","unskilled with permanent residence","3 and more","no","yes"
"853","Bad","no balance or debit",24,"paid back previous credits at this bank","retraining",1935,"not available / no savings",">= 7 years","< 20","male: divorced / living apart","none",">= 7 years","not available / no assets",31,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"854","Bad","0 <= ... <= 200",24,"paid back previous credits at this bank","other",1344," >= 1000,- DM","4 <= ... < 7 years","< 20","male: married / widowed","none","1 <= ... < 4 years","not available / no assets",37,"at other banks","rented flat","two or three","unskilled with permanent residence","0 to 2","no","yes"
"855","Bad"," ... >= 200 DM or checking account for at least 1 year",18,"no previous credits / paid back all previous credits","used car",1533,"not available / no savings","<= 1 year","< 20","female: single","Co-Applicant","< 1 year","Car / Other",43,"no further running credits","rented flat","one","unskilled with permanent residence","0 to 2","no","yes"
"856","Bad","no running account",48,"no previous credits / paid back all previous credits","other",3931,"not available / no savings","4 <= ... < 7 years","< 20","male: married / widowed","none",">= 7 years","Ownership of house or land",46,"no further running credits","owner-occupied flat","one","skilled worker / skilled employee / minor civil servant","0 to 2","no","yes"
"857","Bad","no running account",24,"problematic running account / there are further credits running but at other banks","used car",3349,"100,- <= ... < 500,- DM","<= 1 year","< 20","male: married / widowed","none",">= 7 years","Ownership of house or land",30,"no further running credits","owner-occupied flat","one","skilled worker / skilled employee / minor civil servant","0 to 2","yes","yes"
"858","Bad","no running account",36,"no previous credits / paid back all previous credits","items of furniture",2302,"not available / no savings","1 <= ... < 4 years","< 20","male: divorced / living apart","none",">= 7 years","Savings contract with a building society / Life insurance",31,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"859","Bad","no running account",42,"no previous credits / paid back all previous credits","items of furniture",3965,"not available / no savings","<= 1 year","< 20","male: married / widowed","none","4 <= ... < 7 years","Savings contract with a building society / Life insurance",34,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"860","Bad","no running account",12,"no previous credits / paid back all previous credits","items of furniture",727,"< 100,- DM","<= 1 year","< 20","female: single","none","4 <= ... < 7 years","Ownership of house or land",33,"no further running credits","rented flat","one","unskilled with permanent residence","3 and more","yes","yes"
"861","Bad"," ... >= 200 DM or checking account for at least 1 year",48,"no previous credits / paid back all previous credits","retraining",3914," >= 1000,- DM","1 <= ... < 4 years","< 20","male: divorced / living apart","none","1 <= ... < 4 years","not available / no assets",38,"at other banks","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"862","Bad","no running account",48,"no previous credits / paid back all previous credits","retraining",4308,"not available / no savings","<= 1 year","20 <= ... < 25","female: divorced / living apart / married","none",">= 7 years","Car / Other",24,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"863","Bad","no balance or debit",12,"no previous credits / paid back all previous credits","items of furniture",1534,"not available / no savings","<= 1 year",">= 35","female: single","none","< 1 year","not available / no assets",23,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"864","Bad"," ... >= 200 DM or checking account for at least 1 year",18,"paid back previous credits at this bank","other",2775,"not available / no savings","4 <= ... < 7 years","25 <= ... < 35","male: married / widowed","none","1 <= ... < 4 years","Car / Other",31,"at other banks","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"865","Bad","no running account",40,"paid back previous credits at this bank","repair",5998,"not available / no savings","1 <= ... < 4 years","< 20","male: married / widowed","none","4 <= ... < 7 years","Ownership of house or land",27,"at other banks","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"866","Bad","0 <= ... <= 200",15,"paid back previous credits at this bank","items of furniture",1271," >= 1000,- DM","1 <= ... < 4 years","20 <= ... < 25","male: married / widowed","none",">= 7 years","Ownership of house or land",39,"no further running credits","owner-occupied flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"867","Bad","no balance or debit",12,"no previous credits / paid back all previous credits","other",1295,"not available / no savings","<= 1 year","20 <= ... < 25","female: divorced / living apart / married","none","< 1 year","Savings contract with a building society / Life insurance",25,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"868","Bad","no balance or debit",36,"no previous credits / paid back all previous credits","new car",9398,"not available / no savings","<= 1 year",">= 35","female: single","none",">= 7 years","Savings contract with a building society / Life insurance",28,"no further running credits","free apartment","one","executive / self-employed / higher civil servant","3 and more","yes","yes"
"869","Bad","no balance or debit",12,"no previous credits / paid back all previous credits","used car",951,"< 100,- DM","<= 1 year","< 20","female: divorced / living apart / married","none",">= 7 years","Savings contract with a building society / Life insurance",27,"at other banks","free apartment","six or more","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"870","Bad","no balance or debit",24,"no previous credits / paid back all previous credits","other",1355,"not available / no savings","<= 1 year","20 <= ... < 25","female: divorced / living apart / married","none",">= 7 years","Savings contract with a building society / Life insurance",25,"no further running credits","rented flat","one","unskilled with permanent residence","3 and more","yes","yes"
"871","Bad","no running account",48,"no previous credits / paid back all previous credits","radio / television",3051,"not available / no savings","1 <= ... < 4 years","20 <= ... < 25","male: married / widowed","none",">= 7 years","Savings contract with a building society / Life insurance",54,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"872","Bad"," ... >= 200 DM or checking account for at least 1 year",36,"paid back previous credits at this bank","other",7855,"not available / no savings","1 <= ... < 4 years","< 20","female: divorced / living apart / married","none","1 <= ... < 4 years","not available / no assets",25,"at department store or mail order house","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"873","Bad"," ... >= 200 DM or checking account for at least 1 year",18,"no previous credits / paid back all previous credits","items of furniture",433,"not available / no savings","unemployed","20 <= ... < 25","female: divorced / living apart / married","Co-Applicant",">= 7 years","not available / no assets",22,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"874","Bad"," ... >= 200 DM or checking account for at least 1 year",36,"no problems with current credits at this bank","retraining",9572,"not available / no savings","<= 1 year",">= 35","male: divorced / living apart","none","< 1 year","Savings contract with a building society / Life insurance",28,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"875","Bad","no balance or debit",24,"problematic running account / there are further credits running but at other banks","repair",1837,"not available / no savings","4 <= ... < 7 years","< 20","female: divorced / living apart / married","none",">= 7 years","Ownership of house or land",34,"at other banks","owner-occupied flat","one","unskilled with permanent residence","3 and more","no","yes"
"876","Bad","no balance or debit",30,"paid back previous credits at this bank","other",4249,"not available / no savings","unemployed","< 20","female: single","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",28,"no further running credits","rented flat","two or three","executive / self-employed / higher civil servant","3 and more","no","yes"
"877","Bad","no balance or debit",30,"paid back previous credits at this bank","other",5234,"not available / no savings","unemployed","< 20","female: single","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",28,"no further running credits","rented flat","two or three","executive / self-employed / higher civil servant","3 and more","no","yes"
"878","Bad","no running account",48,"no previous credits / paid back all previous credits","items of furniture",6758,"not available / no savings","1 <= ... < 4 years","20 <= ... < 25","female: divorced / living apart / married","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",31,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"879","Bad","no running account",9,"no previous credits / paid back all previous credits","items of furniture",1366,"not available / no savings","<= 1 year","20 <= ... < 25","female: divorced / living apart / married","none",">= 7 years","Car / Other",22,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"880","Bad","no running account",24,"problematic running account / there are further credits running but at other banks","business",1358," >= 1000,- DM",">= 7 years","< 20","male: married / widowed","none","4 <= ... < 7 years","Savings contract with a building society / Life insurance",40,"at department store or mail order house","rented flat","one","executive / self-employed / higher civil servant","3 and more","yes","yes"
"881","Bad","no running account",18,"no previous credits / paid back all previous credits","used car",2473,"not available / no savings","unemployed","< 20","male: married / widowed","none","< 1 year","Savings contract with a building society / Life insurance",25,"no further running credits","rented flat","one","unemployed / unskilled with no permanent residence","3 and more","no","yes"
"882","Bad","0 <= ... <= 200",9,"hesitant payment of previous credits","items of furniture",1337,"not available / no savings","<= 1 year","< 20","male: married / widowed","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",34,"no further running credits","rented flat","two or three","executive / self-employed / higher civil servant","3 and more","yes","yes"
"883","Bad","no running account",48,"no previous credits / paid back all previous credits","other",7763,"not available / no savings",">= 7 years","< 20","male: married / widowed","none",">= 7 years","Ownership of house or land",42,"at other banks","owner-occupied flat","one","executive / self-employed / higher civil servant","3 and more","no","yes"
"884","Bad","no balance or debit",15,"problematic running account / there are further credits running but at other banks","other",1264,"< 100,- DM","1 <= ... < 4 years","25 <= ... < 35","female: single","none","1 <= ... < 4 years","Car / Other",25,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"885","Bad","no balance or debit",15,"no previous credits / paid back all previous credits","other",2631,"< 100,- DM","1 <= ... < 4 years","25 <= ... < 35","female: divorced / living apart / married","none",">= 7 years","Savings contract with a building society / Life insurance",28,"no further running credits","free apartment","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"886","Bad","no balance or debit",48,"no previous credits / paid back all previous credits","other",6560,"< 100,- DM","4 <= ... < 7 years","20 <= ... < 25","male: married / widowed","none","1 <= ... < 4 years","Car / Other",24,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"887","Bad","no running account",24,"no previous credits / paid back all previous credits","other",3123,"not available / no savings","<= 1 year","< 20","female: divorced / living apart / married","none","< 1 year","Car / Other",27,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"888","Bad","no running account",36,"paid back previous credits at this bank","repair",8065,"not available / no savings","1 <= ... < 4 years","20 <= ... < 25","female: divorced / living apart / married","none","1 <= ... < 4 years","Ownership of house or land",25,"no further running credits","rented flat","two or three","executive / self-employed / higher civil servant","3 and more","yes","yes"
"889","Bad","no running account",24,"no previous credits / paid back all previous credits","items of furniture",2439,"not available / no savings","<= 1 year","< 20","female: divorced / living apart / married","none",">= 7 years","not available / no assets",35,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"890","Bad","no balance or debit",36,"no previous credits / paid back all previous credits","used car",9034,"< 100,- DM","<= 1 year","< 20","male: married / widowed","Co-Applicant","< 1 year","Ownership of house or land",29,"no further running credits","free apartment","one","executive / self-employed / higher civil servant","3 and more","yes","yes"
"891","Bad","no balance or debit",60,"no previous credits / paid back all previous credits","other",14027,"not available / no savings","4 <= ... < 7 years","< 20","male: married / widowed","none","1 <= ... < 4 years","Ownership of house or land",27,"no further running credits","rented flat","one","executive / self-employed / higher civil servant","3 and more","yes","yes"
"892","Bad","no running account",36,"paid back previous credits at this bank","new car",9629,"not available / no savings","4 <= ... < 7 years","< 20","male: married / widowed","none",">= 7 years","Savings contract with a building society / Life insurance",24,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"893","Bad","no balance or debit",12,"no previous credits / paid back all previous credits","items of furniture",1484," >= 1000,- DM","1 <= ... < 4 years","25 <= ... < 35","female: single","none","< 1 year","not available / no assets",25,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"894","Bad","no running account",18,"no previous credits / paid back all previous credits","used car",1131,"not available / no savings","unemployed","< 20","female: divorced / living apart / married","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",33,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"895","Bad","no balance or debit",24,"no problems with current credits at this bank","used car",2064,"not available / no savings","unemployed","20 <= ... < 25","female: divorced / living apart / married","none","1 <= ... < 4 years","Car / Other",34,"no further running credits","rented flat","one","executive / self-employed / higher civil servant","3 and more","yes","yes"
"896","Bad","no balance or debit",18,"no previous credits / paid back all previous credits","new car",12976,"not available / no savings","unemployed","20 <= ... < 25","female: divorced / living apart / married","none",">= 7 years","Ownership of house or land",38,"no further running credits","owner-occupied flat","one","executive / self-employed / higher civil servant","3 and more","yes","yes"
"897","Bad"," ... >= 200 DM or checking account for at least 1 year",21,"no problems with current credits at this bank","retraining",2580,"100,- <= ... < 500,- DM","<= 1 year","< 20","male: married / widowed","none","1 <= ... < 4 years","not available / no assets",41,"at other banks","rented flat","one","unskilled with permanent residence","0 to 2","no","yes"
"898","Bad"," ... >= 200 DM or checking account for at least 1 year",27,"no previous credits / paid back all previous credits","other",2570,"not available / no savings","1 <= ... < 4 years","20 <= ... < 25","female: divorced / living apart / married","none","4 <= ... < 7 years","not available / no assets",21,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"899","Bad","no balance or debit",27,"no previous credits / paid back all previous credits","retraining",3915,"not available / no savings","1 <= ... < 4 years","< 20","male: married / widowed","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",36,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","0 to 2","yes","yes"
"900","Bad"," ... >= 200 DM or checking account for at least 1 year",10,"no previous credits / paid back all previous credits","other",1309," >= 1000,- DM","1 <= ... < 4 years","< 20","male: married / widowed","Guarantor",">= 7 years","Car / Other",27,"no further running credits","rented flat","one","unskilled with permanent residence","3 and more","no","yes"
"901","Bad","no running account",24,"no previous credits / paid back all previous credits","other",4817,"not available / no savings","4 <= ... < 7 years","25 <= ... < 35","male: married / widowed","Co-Applicant","4 <= ... < 7 years","Car / Other",31,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"902","Bad","no running account",12,"no previous credits / paid back all previous credits","other",2579,"not available / no savings","<= 1 year","< 20","male: married / widowed","none","< 1 year","not available / no assets",33,"no further running credits","rented flat","one","unskilled with permanent residence","0 to 2","no","yes"
"903","Bad","no balance or debit",36,"no problems with current credits at this bank","other",2225,"not available / no savings",">= 7 years","< 20","male: married / widowed","none",">= 7 years","Ownership of house or land",57,"at other banks","owner-occupied flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"904","Bad","no running account",18,"no previous credits / paid back all previous credits","used car",4153,"not available / no savings","1 <= ... < 4 years","25 <= ... < 35","male: married / widowed","Co-Applicant","4 <= ... < 7 years","Savings contract with a building society / Life insurance",42,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"905","Bad","no running account",18,"hesitant payment of previous credits","used car",3114,"not available / no savings","<= 1 year",">= 35","female: divorced / living apart / married","none",">= 7 years","Car / Other",26,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"906","Bad","no running account",18,"paid back previous credits at this bank","used car",2124,"not available / no savings","1 <= ... < 4 years","< 20","female: divorced / living apart / married","none",">= 7 years","not available / no assets",24,"no further running credits","free apartment","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"907","Bad","no running account",18,"problematic running account / there are further credits running but at other banks","used car",1553,"not available / no savings","1 <= ... < 4 years","< 20","male: married / widowed","none","4 <= ... < 7 years","Savings contract with a building society / Life insurance",44,"at other banks","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"908","Bad","no running account",30,"no previous credits / paid back all previous credits","used car",2406,"not available / no savings","4 <= ... < 7 years","< 20","female: divorced / living apart / married","none",">= 7 years","not available / no assets",23,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"909","Bad","no running account",24,"no problems with current credits at this bank","other",1333,"not available / no savings","unemployed","< 20","male: married / widowed","none","1 <= ... < 4 years","not available / no assets",43,"no further running credits","owner-occupied flat","two or three","skilled worker / skilled employee / minor civil servant","0 to 2","no","yes"
"910","Bad","no running account",48,"hesitant payment of previous credits","used car",7119,"not available / no savings","1 <= ... < 4 years","20 <= ... < 25","male: married / widowed","none",">= 7 years","Ownership of house or land",53,"no further running credits","owner-occupied flat","two or three","skilled worker / skilled employee / minor civil servant","0 to 2","no","yes"
"911","Bad","no running account",24,"no problems with current credits at this bank","other",4870,"not available / no savings","1 <= ... < 4 years","20 <= ... < 25","male: married / widowed","none",">= 7 years","Ownership of house or land",53,"no further running credits","owner-occupied flat","two or three","skilled worker / skilled employee / minor civil servant","0 to 2","no","yes"
"912","Bad","no running account",12,"paid back previous credits at this bank","other",691,"not available / no savings",">= 7 years","< 20","male: married / widowed","none","4 <= ... < 7 years","Car / Other",35,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"913","Bad","no running account",42,"no problems with current credits at this bank","items of furniture",4370,"not available / no savings","4 <= ... < 7 years","20 <= ... < 25","male: married / widowed","none","1 <= ... < 4 years","Car / Other",26,"at other banks","rented flat","two or three","skilled worker / skilled employee / minor civil servant","0 to 2","yes","yes"
